Tweet,sentiment
"No va a renunciar :(
",-1
"@BitterGaze En invierno estoy aquí atado :(.Por cierto, soy de Madrid, me he puesto Cantabria pa' hacerme el chulo JAJAJAJAJAJA
",-1
"@pgpily Tienes toda la razón. No es lo mismo. Se nos coló :-(
",-1
"que tos de mierda :(
",-1
"Nos vamos :(
",-1
"@Vibraaaa es que vos tenes una sensibilidad extra para estas cosas. Ojo que yo tambien vi la sombra, y la vi todo el dia :(
",-1
"El vodka me esta matando :( pero es rico culiado
",-1
"@GabyElpro No te enojes :(((
",-1
"Y odio saber que estas mal lo odio :(
",-1
"@Cabiitaa @JuuuuuanCruz uh ya bardias :(
",-1
"QEPD Pitus :( &lt;\3
",-1
"la sra de pelo rojo no me deja dormir ni un poquito :(
",-1
"Lo vi ayer y ya lo re mil extraño :((((((((((((((((((((((((((((((((((((((((((((((((((( ahre
",-1
"@ema99diaz jajajajaja no seas así forrito! Algo hemos aprendido ya.. :( jajajaja
",-1
":( me esta dando gripa, quizas es por hacer mucha tarea
",-1
"@fercolman90 mmm bueno :(
",-1
"@fernandaarivera tu eres la ocupada aquí :(
",-1
"8 me caes bien pero sos muy puto :( JAJA
",-1
"mal ahí los que se levantan temprano esta semana jajaja.ah, cierto... :(
",-1
"@infinitgonza cami no te conozco pero me puse mal con lo que contaste, me dieron ganas de abrazarte :(
",-1
"voy a verme un cap de Anatomia de Grey y al volver quiero ver mas mds :( xao bbs
",-1
"Deseo una pizza ya :(
",-1
"Pero nooo. :( https://t.co/eZrw7bYzs9
",-1
"Estoy fibrua por irme a la playa jaja :(
",-1
"Qué forma de extrañar mi deliciosa vida universitaria en todos los aspectos. :(
",-1
"@CStonem jajajajaja oye si :( mañana tendre 10000 seguidores perra u_u ya veras.
",-1
"@hernanfalvarez es que me clavan el visto :(
",-1
"Echo de menos abrazarte mientras dormias y darte besiitos decirte me encantas en el oido y ver como sonreias incluso durmiendo.. :(
",-1
"#NuncaMePasoEsoDe Tener Suerte En El Amor :( 💔
",-1
"Extraño a luli y al gordo :(
",-1
"la que hace lio es ella y me culpa a mi :(
",-1
"@tingoydaiker865 @YouTube porqie otraves a la escuela :(
",-1
"La mia tambien. :(  https://t.co/gP4lJb7GU5
",-1
"medio que me quedo sin se?al E :(
",-1
"@KETEDEM Si ya sabéis como soy :( Al final lo pondré en la bio: Lácteos NO!!.Así trabajas menos, sólo cocerlos
",-1
"@NattuGz oye :( PERDÓN por lo que sea que haya hecho ... en serio te quiero ♥
",-1
"@ravenrwyes eh triste o proximo ep :(
",-1
"@Sir_Jony pero los emos tienes derecho a ser felices :(
",-1
"Me quedaria toda la noche viendo los simpsons pero mañana se labura viejo :(
",-1
"#QueremosWWESumerSlam yo todavia podia ver el live :(
",-1
"Aparecio un conver de eL en mi inicio,con una. Piba &gt;:( ahre
",-1
"Me hubieras saludado :(
",-1
"Puto internet, no puedo ver nada :(
",-1
"#meacuerdodesucarita :3 .Si hubiésemos estado mas juntos :(.Ni nos besamos hoy ,cada vez hay menos
",-1
"@Polwil terminando unas costuras pa entregar y planificando las clase de hoy :(
",-1
"@JuiceForHarry el combo miedo de Adn en sus notas :(
",-1
"@Mariananague No te odio :(
",-1
"@Aleerah_LS :((( jo no no voy a estar :(
",-1
"Muchos se reian, por lo que yo tenia aguante cargadas,y muchas cosas mas y yo lloraba por dentro y no kiero que vuelta a pasar :(
",-1
"Que te pasa xPeke :( ? Los están carenado como si nada .
",-1
"¿Danny cabrón que te paso? :(
",-1
"Que alguien me cocineee por fa :(
",-1
"Quiero una hija contigo :(
",-1
"Coño y dln se va el wifi :(
",-1
"@BrayanUT me.olvidas :(
",-1
"@cinthyLndis es el numero que yo mande :( Jajajaja
",-1
"te amo mucho :(
",-1
"@Fernandatrz aún no tengo ni mi boleto :(
",-1
"Me encantan los bebés pero casi no les tengo paciencia :-(
",-1
"Llueve en Bariloche loco pero no veo nevar :(
",-1
"como todos los domingos, nada interesante para ver en tv, sólo películas viejas...... :(
",-1
"@fmelaniemrtnz ya qué, me toca aceptar la verdad :((
",-1
"#DePeluche quiero un amigo como ted! Y una amiga para ir a ver la película.  :(
",-1
"#Despu?sDeCogerNuncaDigas te pago despu?s :(
",-1
"@Martugnzlz Yo tampoco lo dije por que las dos son dificiles :( pero igual es mas facil doblar eso ah
",-1
"@DonBarbado Que verga?? Por que siempre me pierdo todo?!! :( JAJA!
",-1
"Tee Extraño Muchoo :'( Quiieroo Vertee Mari :(
",-1
"@WaselWasel2 @WGC_Trainer @PokeWorldJG @Alex_Kun_6 @PokeFanMitico @Pabbeuh @IsukunSays @Koga_AltoMando @HamsterDopado estoy en el playo :(
",-1
"@OliveraaaBeleen No puedo!!! Me puede :(
",-1
"Con cual canción te identificas? — Ahorita con ""a lo mejor"" :( de banda ms http://t.co/SU9kJ8hkHj
",-1
"666. Me pareciste una chica muy maja, y ahora apenas sé nada de ti. :(
",-1
":(((((((((((( siempre me pasa https://t.co/3FhmGVUM5J
",-1
"Yo no se si terminarla ya o seguir jodiendola :(
",-1
"@allxsonf uuuh, ¿cómo te quemaste¡ :-((
",-1
"@Eurotioners pues no :(
",-1
"Se me esta saliendo lo mamona y chancera otra vez. :(((
",-1
"Mirka: Ya Marian solo di que me querias decir estupida.Marian: No es cierto estupida, porque dices eso estupida...Mirka: Miraaaa abuelo! :(
",-1
"@OldSchoolGen lástima su triste final...  :(
",-1
"Sin anímo para nada.! :(
",-1
"Necesito que me haga como me gusta en la panza y dormirme :(
",-1
"Tienes sentimientos encontrados jajajajajajajajajaja RT @Fefita_12 No se si te odio o te amo :( ...  https://t.co/4XE3mhCn1F
",-1
"Desayuno con cara de comida :( (at @VIPS_mx in Campeche, CAMP) https://t.co/8PSx24a8vG
",-1
"No encurntro mi pendejo celular :(
",-1
"@Suceecastillo pero cuando miro pelis me da hambre :(
",-1
"Acabo de arruinar la imagen que quería dar en Ecología :,D :( noooooooo, no quiero pasar tareas gente D:
",-1
"Que ganas de viernes :(
",-1
"@JordiWild Y si tu madre quiere también 😊😊 aunque tu dijiste que no quería :(
",-1
"Me odian. Tomás llora :( https://t.co/QUX3nsiCDu
",-1
"a voz dele :( #MTVHottest Justin Bieber
",-1
"miren como me trata esta pendeja :( te quiero zorra💕 http://t.co/Uc4T9w0ZWi
",-1
"Que alguien me mas cambie. :((
",-1
"Te quiero :( http://t.co/oKPcnIHPT6
",-1
"Llegue a ver lo último del #FeriadoSimpson.(:(
",-1
"@EloyLanzelotaFC Ok pero seguime. Sino no puedo hablarte :(
",-1
"Quiero que se conecteee :(
",-1
"se me congeló la milkshake :(
",-1
"La extrañoooooo :(
",-1
"123456789 Te odio con todo mi ser :(
",-1
"Bueno ahora sii, me voy a tener que levantar :(
",-1
"Quiero dormir pero no tengo sueño :(
",-1
"@paauantuna te necesito fuerte :( :/:(:$:'
",-1
"Jajajaja soy mala :(
",-1
"He ido a la cocina a hacerme pizza y he despertado a las tortugas :(
",-1
"Cuanto me gustaria contarle lo que enrrealidad soy :(
",-1
"@MuerdemeTu yo esta noche me he tenido que tapar con el albornoz :(
",-1
"@_UnaChampy Ay Maliana neta que si te la llevo a tu casita :(
",-1
"Me choca ser tan miedosa :(
",-1
"@MRGreborn Le has quitado la gracia :( .Y a la vez no porque eres una razón para vivir..Pero..Sentimientos encontrados.
",-1
"Ahora que me decido a estar juntos, ella no quiere :(
",-1
"@fcksdyIan no me gustan asi que no tengooo :(
",-1
"Esa foto de esas viejas estrelladas me traumo. :(
",-1
"Necesitó una buena pizza o empanadas o lo que sea pero comida chatarra ya !! :(
",-1
"Quiero una hamburguesa de pollo, lomito y chuleta, de esas que pesan como dos kilos :(
",-1
"@luanrockks te amo :(
",-1
"Ay estoy resfriada :(
",-1
"@danilostipi siii lo pastie demasiado jajajaja y ahora tengo todo acumulado #classic :(
",-1
"@colomellaman Kamio, y tiene margaritas y me he acordado de ti :(
",-1
"@anuav1 GRACIAS AMIGAAA!! TE EXTRAÑO :(
",-1
"No me va a quedar otra que dormi! Espero que la tos me deje :( me siento como el ocote :/
",-1
"Necesito dormir :(, mejor me voy a la cama de pana, no dormi un coño en el trabajo anoche
",-1
"Mi billetera tiene anorexia :(
",-1
"Asi como cuando le enseñas a tu mama algo para que se ria y lo que termina es regañandote bueno asi :(
",-1
"si el supiera que me vale una popo saber si le iban o no a pegar en el descanso.... :(  que estres
",-1
"132. A ti también te voy a conocer en Navidad y va a ser tan bonito que lloro..Por cierto, eres maravillosa..:( me encantas
",-1
"@Brais_SB tengo miedo &gt;:(
",-1
"@Elicruuz mi mejor amiga no me quiere :(
",-1
"Voy a tratar de estudiar :(
",-1
"Te amo chini belli — Quien eres?:( http://t.co/K7fnRShFIf
",-1
"@HaroldR02 jajajaja mientras Harolito escribe, en la novela están llorando a moco tendido.:((( Tan romántico :(((
",-1
"@mymtumtum que culero a mi me paso lo mismo la deje en un pueblo y aún no regresó por ella está sola en el sol :(
",-1
"FAV y hacemos grupo en WA...*Ahorita nadie* :(((
",-1
"@t0xicdylan vaya asco :( yo creo que tmb empiezo el 17, ¿cuantos vas a cumplir?
",-1
"@KeithFlyHigh maam fuentes :((((((
",-1
"Que culiau no soy yo asi💔 :(
",-1
"teniamos q ganar vieja :(
",-1
"Me Duele La Pansa :-(
",-1
"Bue triste :((
",-1
"Lauri no te enojesssss :( sabes que te amo
",-1
"MARICA NOOOO ¿MEDIA HORA NO MÁS? ¿QUÉ LES ESTÁ PASANDO? ¿SE MARIQUIARON? :(((((.
",-1
"VAAAAAAAAAMOS @Origengg OS QUIERO AMORESSSS.me perdi el partido, ya lo vere :(
",-1
"@p_molins creo que estamos todos igual. Adiós a nuestra carrera política :(
",-1
":-( #AGMA sentido Guarenas. Cola Fuerte en Parque Caiza #ConectadosContigo
",-1
"@SomeOne_Like_ou jajajajajajaja asi ya no juego :( jajajajajaja
",-1
"Me comí un dulce y me dieron ganas de vomitar :(
",-1
"AJAJAAJA no mentira. :(
",-1
"Ese vídeo dijo todo lo que tenía que decir :( .
",-1
"Yo les digo que se callen y se callan..Nadie quiere que la calle :(
",-1
"@Ashleythedragon Ahí ya me pillas, ni idea :( Pero sería tonto no aprovechar esa potencia bruta para correr todo juego de PC portátil.
",-1
"@Mariianalol @JazPayneGrey @BrendaJimeneez @brenddajimenez aww eh tenido mucha escuela :( ew por eso que casi no entro😭😭
",-1
"¿Yo seré el crush de alguien en esta vida cruel, en este valle de lágrimas? :(
",-1
"Mañana trabajo :(
",-1
"@iJimePoshh pues como me hablas y luego ya ni me contestas :(
",-1
"Tengo cel pero me falta el chip .:-(
",-1
"que bonita hueva la que hay :(
",-1
"@Anabella_JN te extraño mucho mi vida :(
",-1
"TERRIBLE LESIÓN :( En el torneo de Chile, un jugador se dislocó la rodilla http://t.co/jwXU4PfRBq #20m http://t.co/BEdKmrMJM5
",-1
"De pago :( https://t.co/GAigoGveY3
",-1
"@lady_motel si te pega , me lo pongo parejo , si solo saldremos como amigos jaja o a que te refieres? jjaja :(
",-1
"@constanzacs_ ️Jajajaja felicitaciones !!! Porfavor habla de lo malo que es Benítez :(
",-1
"#ABTuFelicidadEsLaNuestra Perdón por no apoyar :(
",-1
"@JohannaBelen23 @huracanteamooo u.u bueno :( jajajaja
",-1
"@tamitacarolina no me sale :( están dando una wea más rara
",-1
"Espero que mañana este mejor porque me muero :(
",-1
"@loreeleymartin verdad :(
",-1
"¡Para pasar estas vergüenzas mejor ni me graduaba! :( http://t.co/jmF0nAeliV http://t.co/MQBldfQ38u
",-1
"Papa pato se fue a dormir. Lo extraaaaaño mucho :(
",-1
"@_roquieT pff pues puta vida sorry :( hace años que no lo uso...
",-1
"Ni hacerme ahumados :(((
",-1
"estoy tan triste que he hecho de spotify premium :(
",-1
"😪 ultima vez que me pongo así y al día siguiente tengo clases :(
",-1
"@MattiQuinttana recien me despierto me dormi a las diez :(((((((
",-1
"Quero! :(
",-1
"@UnMinionsSoy Bueno si :( la proxima te lo digo a ti jaja
",-1
"No he comido tacos :(
",-1
"@JeanPierrec_ Exacto :(
",-1
"@BieberDame69 jajajaja nah mentira, Justin en mí cama 😏 no? Tampoco? Okay :( #MTVHottest Justin Bieber
",-1
"no me gusta que anden chanceandole a mi crush :( https://t.co/jeqfCLx95X
",-1
"Ojalá todo el sueño que tenía hace dos horas volviera :(
",-1
"@iQuelocaYor @DaniellBautista pero todos tus amiguitos se levantaran temprano, que mala jaja :(
",-1
"En Musculosa Yo,Con Frio a Dormir Mañana a Gim a ver que onda, por que si desapruebo una la yani no me deja ver a diame por una semana :(
",-1
"@pujol_tomeu Estoy malita :( ¡Lo pasamos al miércoles!
",-1
"#Borratex puero amor!!! Nos queda una función :(
",-1
"que ganas de mandar todo a la mierda...LPM :( :( ;(
",-1
"@NOVVOoficial bonita noche mi último tweet para. Ustedes ya no molesto más :( http://t.co/kudN0YWhxh
",-1
"@julianarias87 que no me hables mas!!! :(
",-1
"@tuchulu no, paja prender la compu :( *se suicida*
",-1
"oye que me dan pena algunas canciones que no son ni para llorar :(
",-1
"@96_Yeyo @_24Jesus yo te di mi perdón :( con lo rencorosa que soy
",-1
"@RebeSB si :( me empeoró por desvelarme y todo eso
",-1
"@avanjoga2 solo te cepillare el cabello y te pondre un moñito si?:(
",-1
"Quiero que llegue mañana, pero no me puedo dormir :(
",-1
"TE AMO :(
",-1
"Toda una tierna con franco, se fue hoy ya lo extraño :( http://t.co/y9Zw7yCdTI
",-1
"espero que todo salga bien :(
",-1
"@Jenn_Naranjo búscalo para mi :(
",-1
"@CROMA_ Jajajaja awww mi vida :( ¡ya prontoooo!
",-1
"@jcdonisa. Se me fue el cable. :(
",-1
"Martes llega ya :(
",-1
"@LeeoPerrone vooos. Extrañe la lluvia d msj anoche :(((
",-1
"@LaPazi_ te pido perdon :(
",-1
"Un Par De Lagrimas No Le Hace Mal Ah Nadiie :(
",-1
"@EgooCorps @ElPerritoDamaso yo quiero ser la de cabello negro :(
",-1
"Los pinches grupos de fujoshis en fb ya están llenos de ''Ayúdanme dándole like para que se cumpla el reto'', qué cagasones son. &gt;:(
",-1
"Me estas agarrando de awebao yo se que es mentira solo relajo :( dime que si!
",-1
"Cara de hipocresía :(
",-1
"Ojala te recuperes pronto tia, yo se que de esta vas a salir :(
",-1
"Tengo los putos 14 años y claaaaaro ninguno va a comprar la boleta, mala mía :(
",-1
"sober :(
",-1
"TW asquito :( https://t.co/hSD4tnGGBu
",-1
"Me desperté y no me puedo volver a dormirrr :(
",-1
"mi gorda ni me habla, sera que ya no me quiere?  :((
",-1
"quiero toblerone :(
",-1
"Tengo mucho sueño y puedo decir que me voy a dormir temprano pero siempre termino durmiéndome mucho más tarde de lo normal :(.
",-1
"Aburrida de esta maldita neumonía. Ya olvide como se siente estar bien! :(
",-1
"@RusoHijoDePuta Pocas de sus variantes las comprendo. Ojalá fueran tan sencillas como la selfie femenina :(
",-1
":-( #AVC sentido Centro. Cola Fuerte en Los Chaguaramos
",-1
"Ya se me terminaron las vacaciones :(
",-1
"ehhh las ganas que tengo de ir este viernes al canal, pero no creo q pueda, tengo q ir a la mierda esta de la unqui :(
",-1
"Quiero una hamburguesa mixta :(
",-1
"@cceaguilol no entiendo porque la gente dice que son feas, a mi me cuadran bastante :(
",-1
"-Estaba a punto de olvidarlo ....- y que paso ? .- me dijo "" hola "" :(
",-1
"Que malestar tengoooooo :(
",-1
"Bodo :( https://t.co/0FlDkasCtW
",-1
"cuando estas feliz escuchas la música .pero cuando estas triste entiendes la letra :( .#muerolentamente
",-1
"@arecms jajaja no sirven para nada, solo para pedirte credencial de la escuela para dejarte pasar :(
",-1
"@JoaaNaavarro me ataco extrañitis, que enfermedad forra!! jajaja .. que malaaa :(
",-1
"@ConsueloDuval yo puse un twit sobre eso y ni me pelaste   :(
",-1
"hare lo necesario para no pensarte, la vida pasa y tu igual .Y aunque voy a llorar poco a poco entendere que nuca volveras ♪ :(
",-1
"@CamilaMX ¿cuando volveremos a cantar juntos en Guadalajara? :(
",-1
"quiero unas botas puteadas para un look mamador astro verga :(
",-1
"No lo busco mas! Culiado ai :(
",-1
"Me niego totalmente a tener que hacerme los análisis mañana :(
",-1
"Solo hay una persona a la cual siempre le podré contar todo sin prejuicios ni regaños :(.
",-1
"soy un amor al que nadie quiere :(
",-1
"@Ixtabssoul podría ser pero no, el cafe espabila, no atonta, y de hecho desde que empezó el verano me propuse tomar menos cafe asi que no :(
",-1
"@64e5783766da47c Que triste :-(((
",-1
"Noooo Mati, no te pongas una remera :( por que no piensas en nosotras??? #GH2015
",-1
"0666 perdon por que este tan ausente esta semana, no paro por casa y asi uno no se relaja :(
",-1
"Entrar a Tumblr y salir con ganas de tener sexo, de tatuarte, de comer, de tener un gato, y de suicidarte, por feo. :(
",-1
"@RGiskard1 lo leo a las seis, ahora que he vuelto de trabajar. :(
",-1
"Che quiero volver a cruzarmela a priscila Velázquez :(((
",-1
"Porque te quiero y estás lejos, que sino te quedabas un minuto sin amiga :(. @ConRdeRox
",-1
"@edcigarettes jJAJAJAJAJ no me pasa nada :( no se ando re ~~~igual se me pasa rapido seguro
",-1
"Aja bueno y vicente no va a llegar nunca? :(
",-1
"Pegue faltazo al laburo 😎 Estoy con fiebre y mucha tos :(
",-1
"Ayron debería valorarme, al menos por los Tweets que hago para el :( jaja #QuieroLaCamisetaDeAyron
",-1
"@LucasGozzarino No recuerdo que gritara eso! Gorda fan mediocre! :(
",-1
"@_SebasJimenez Eso espero, te echo de menos :(
",-1
"@ElDiablitoShow .#RetoPMTelehit  #JonasTelehitGuitarraPM.Ojala y gane :(
",-1
"Amo este clima. ¿Por qué no puede ser así todo el año? :( xq xQ Xq?
",-1
"@MariAranis11 q mal :(
",-1
"@GloriaTrevi ya mañana entro a clases😍,3er semestre el problema que me quede de tarde😢 y no podre twittearte mucho':( sabes que te amo! 2
",-1
"@camilacabello97 PODRÍAS USAR EL JODIDO HT #WORTHITVMA???? SABES QUE TIENES MUCHOS RT'S Y NECESITAMOS VOTOS. :( .l.
",-1
"Agh, nunca me doy cuenta cuando son las 11:11 :( k trizte😪
",-1
"¿En serio? Ay 😂😂😂😂😂, lo siento :((( @sdnnes
",-1
"Ay Dios, adonde vamos a parar si seguimos así :( veo lo que pasa en San Pablo y me quiebro
",-1
"No es por nada, pero la gente que me sigue, ¿qué espera de mí? Buenos tweets no tengo :(
",-1
"aqui pensando en que tengo que ir a la librería mañana... :(
",-1
"De día y de noche todos en Bariloche :(
",-1
"Vine a tuitear que ando triste a ver si así se me pinches quita :(
",-1
"@BrianSinsentido eso por no darme fres.Es broma..Pues pues tómate algo o o o no sé :(
",-1
"La tristeza me envuelve :(
",-1
"Ojala fuera cierto :(
",-1
"Nunca puedo ahorrar :(
",-1
"@BradBacab @JUANA_MEXICO yo tambien los extraño :(
",-1
"extraño a kmilo jajajaja :( &lt;3
",-1
"Me acabo de dar cuenta de algo :( :(
",-1
":( ahora ya sacan pura mierda de caricaturas nada como lo de antes :/ http://t.co/ZkdB4yWM3t
",-1
"Me gustaría que no me haga bien hablar con él :(:(:(:(:(
",-1
"@BrunoLoaiza  Jajajajaajaja cuando como mucho :( es por la depre ñañito Jajajaja
",-1
"@Thecocobrox tampoco era para tanto :(
",-1
"No me siento nada bien :(
",-1
"como los extraño :( http://t.co/SNnDUPkKnq
",-1
"¡No te vayas Alaaaan! :(((( @MasterChefMx
",-1
"A todos mis seguidores quiero que sepan que los amo. Jajaj mentiras. Si les di UF fue por error. :(
",-1
"Ven a Venezuela :( @auronplay
",-1
"Extraño a mi gata diana :(
",-1
"@gisics Mira, que hasta a mi me ha hecho gracia, pero después me sentí triste..Pobre tamal :(
",-1
"Hoy quería salir, y no hice ni mierda :(
",-1
"Que impresión hay una que es idéntica a dani y ay mi corazón recuerdos buh :(
",-1
"Escucho musica por todos lados y me da mas coraje :(
",-1
"Quiero un Amor.. :(
",-1
"@Brayan_Camilo_ Sebitas debió regalarme un dulce, por qué mi compañero de transmilenio no me gasto :( .Por eso no tienes amigos
",-1
"@cs_juanpa se me borró la cuenta :(
",-1
"@MarceeCastillo_  deberiamos de ver películas :( ?
",-1
"@McGamer29 si lose, yo no quiero entrar :(.#CreaUnaSerieDeUhcConSubs XD jajajaj
",-1
"quiero un Beagle :(
",-1
"@lancaster_cw ¿Crees que los mimos de Blue te ayuden?:(
",-1
"@Jaquealvarez3 Te pasaste jaquelin alvarez :/ y ahora con quien me vendre en el camion, a quien voy a saborear con sabritas o chocolates :(
",-1
"A alguien mas le esta fallando insta?:(
",-1
"Ya quiero mi celular de nuevo :(
",-1
"Siento que no voy a acabar :(
",-1
"Está lloviendo mucho demasiado es genial. :( http://t.co/R4q8pY1RmA
",-1
"@Iknorada conchaleee cuchi sabes que ando en otra y me deje de tw y ahora es que estoy volviendo ..Tambien perdi tu whs, mala mia bebe :(
",-1
"emboladisima de  sus pasados...:(
",-1
"echo de menos a sergio :(
",-1
"10. Selena es tan tuya. Tienes que abrazarla ya de ya. Y te quiero mucho :(
",-1
"Ay no, se me endurecio el moco de Julian :(
",-1
"@dylanghoul JAJAJAJAJAJA q no te voy a dejar nunca mujer :( ahora te hablo por md 😏
",-1
"Necesito acabar un ""ensayo"" de 8 páginas y ademas de todo vencer el cansancio del trabajo de anoche, necesito un doble de acción. :(
",-1
"el me encanta, pero el no se da cuenta :(
",-1
"https://t.co/LrCVB2J2On suscribete por favor :(( 🌸💖 — Yaaa «3 http://t.co/on3eKVyxL7
",-1
"@Iam_mcbs me sigues en todas mis redes sociales? :(
",-1
"Tendría que ir al colegioooo no? Jaaaaa :(
",-1
"Ugg desde ahorita me puse nervioso!! :(
",-1
"@MaaxiBarral Te amo maaas y te re extraño :(
",-1
"||cuando quiero ser el cerdito :( http://t.co/PRJAsq11rb
",-1
"Que tiene el qe no tenga yoooo ♪♫   .-Facha feo de mierda.-Ok :(
",-1
"@Louis_Tomlinsfk No me contesta la caracola mágica :( jajaja, ¿Dm? Mis opciones son sorpresa 🌚
",-1
"-89 me encantaría conocerte más y hablar contigo porque pareces súper majo :(
",-1
"Uno queriendo celebrar 🍺 ,  pero no tiene ""Con qué"", ""Con quién 👫 "", el ""Porqué"" y ""Para quien 💃"". JAJÁ :-((
",-1
"@_incertus a ti y a todos :(
",-1
"Mañana a la escuela :(
",-1
"Y pues a esperar, siento que este corte no he hecho nada :(
",-1
"Entre viernes y sabado me siguieron 10 personas, ¿y él? ¿Mamá cuando me seguira Villalobos? :(
",-1
"@malacuea Amiga vayamos a la disca con la victoria cuando cumpla años :( JAJJAJA no saldré a carretiar hasta ese día
",-1
"Mi celular esta perdiendo fuerzas como Danny... :-(
",-1
"@AlejandroAlbach Deberia :( pero no puedo casi lo perdi :(
",-1
"@jc_gardera a todas las bandas uruguayas y a El Mató también,y a Pedro Piedra y a ti también y a todos :( #mepongosentimental
",-1
"aburrido ya de todo, siempre es lo mismo ya aburrido, porque es asi :(
",-1
"@_jrakp me huelen las patas :-(
",-1
"Quiero un novio Como Nick 😍💏 *JamasPasara* :(.
",-1
"@elclubdelamila regalenme un almuerzo! :((((
",-1
"Me da lastima :(
",-1
"@virypizana me da hueva hacerlo ahorita :(
",-1
"Que alguien me diga por favor como puedo verme #CartasAunaSombra @hectorabadf #ElOlvidoQueSeremos Me muero de ganas por verlo :( :(
",-1
"Volvamos un mes atrás a esta fecha! Depresión post BRC re maaaal! :(
",-1
"Chingao, ahora gotham también en netflix?.Quiero vida :(
",-1
"Ojalá el material se esterilizara sólo :(
",-1
"Ya casi termina el #FeriadoSimpson :(
",-1
"@SoolOga nooo que mal :( chaau :3 nos vemos pronto(? ah jajaj
",-1
"@claarivelgarcia Ahora peor, no prende :(
",-1
"@Jorgemoraguz Celos?Si es así no tienes porque, saque cita con el para irme preparando cuando termines conmigo aun sin haberme dado el si :(
",-1
"La unica que esta ente momento es belen :(
",-1
"Que gila que soy :( me cagaron a pdo jajaja :(
",-1
"@CelopanYT @OllieGamerz @Breifr9  te das cuenta cuando sos pobre al tener que abrir las tres pestañas para verlos jaja maldita pobreza :(
",-1
"Hagan algo para que se me quite la maricada, ¿Si?:((.
",-1
"@abobronica para :( #pincel
",-1
"Soy @AmoANatalia26 ..Necesito ese Kit para hacer mas amena mi vida de chacal :( @Natalia_Tellez #RetoPMTelehit y #TelehitMusicPMKit..x507
",-1
"extraño las picadas :(
",-1
"Todo iba bien hasta que supe que tengo exámenes justo cuando me voy de vacaciones :(
",-1
"@ANFERAS ahhh bueno pues... Sigo echando babaza por Maduro hasta que la situación económica mejore :(
",-1
"Necesitar un concejo y no saber con quien hablar :(
",-1
"Buenos dias!!! Lucky no quiere cagar :(
",-1
"@lujja616 si quiero mas no sé si me dejen :(((
",-1
"@koryrg_ Kaaaatarina! Jaja En foto no me da nada. Pero en vivo puedes matarme :(
",-1
"Ya acabe el libro que me regalo Coco,así que me de otro jajaja :(.
",-1
"08 Eres muy pendeja, me sorprendes :(
",-1
"Me muero por hablarte,y lo haría aunque perdiera mi orgullo,el problema es que nunca diste nada por mi y ya no puedo seguir perdiendo... :(
",-1
"Lo extraÑo tanto!:(
",-1
"JAJAJAJAJA :( siempre 󾌴 http://t.co/Zhd6gPuIam
",-1
"@Shera_Namarii al menos no te pongas triste :(
",-1
"El Estado Islámico destruye el templo de Baal, en Palmira :((( http://t.co/c0EZVrHmEe vía @el_pais
",-1
"@BLanzelottaOK TE CONECTASTE Y YO NO ESTABA :( me voy a dormir gil hasta mañana que descanses
",-1
"HOOOOOY JUEGA MI AMOOOOOOR @realmadrid  no sabes cuanto te eh extrañado :(
",-1
"@CarlosAuryn cuando vuelven a argentina se los extraña :(
",-1
"Como que ya la estoy extrañando a mi novia locoo :(((
",-1
"Alejandra me dice que tuitee y yo solo pienso en sus tetas :(
",-1
"@orioldr MOLT BÈSTIA,sobretot la 2a temporada, ara estem a la 3a i han informat que se la carreguen així de cop.Caput sèrie,una llàstima :(
",-1
"Desde que le silencie a muchos mi tl esta vacío  ;:(((:(
",-1
"@FershxBass :( igual &lt;3
",-1
"@Miguel3880 AJAJAJAJAJA AY es una canción :(
",-1
"Ni los lagartos de Twitter le caerían. #ETT4 :(
",-1
"@irene_vw6 En cualquier contexto se puede usar ese carajillo :(
",-1
"Mendigos denle like a mi dibujo en la página no la que compartí desde mi fb :(
",-1
"@leansfich no sé donde está :(
",-1
"@KarlaSiliezar y menos 20 puntos :( que idiota soy jajagdhgajaa
",-1
"No quiero volver :(
",-1
"quién es Marcos?  :(
",-1
"Hoy limpie mi casa, y mi mami me dijo ya estas preparada para vivir sola, fue horrible :(
",-1
"Lo único que hago cuando vengo a lo de mi viejo es comer :(
",-1
"Mi novia no quiere hacer locuras conmigo :(
",-1
"innecesario ese plato de fideos :(
",-1
"Esta extraña sensación :(
",-1
"Una coca con papas y ketchup :(
",-1
"Yo :( jajaja https://t.co/tfqPq2ZRD9
",-1
"el primer dia de clases de mi hermanita y ya con reporte por dormirse en la clase jajajajajaa :((((
",-1
"Y la tortuga de ayer?:(🐢
",-1
"“Ay :(” —Yo, dándole mi apoyo a alguien que se siente muy mal. - son-solo-palabras: “Nanai:(” http://t.co/tqqju1HN8J
",-1
"Deportista y trabajador :( ""@Gonzila06: ser deportista y estudiante no es fácil ������""
",-1
"la concha de la lora es hermoso :(
",-1
"Tenían que ser de Cúcuta el par de hijueputas :( http://t.co/yH1rkmHDuT
",-1
"@5hofgomez Lo siento, no tengo la hora de España, por eso olvidé agregarlos :(
",-1
"La verdad no me arrepiento de averte conocido :(
",-1
"@AntenuzziRaissa mata ela n :(
",-1
"Ya la he guerreado mucho jaja, en serio :( #QuieroLaCamisetaDeAyron
",-1
"@mailynac_ ¿que tiene?:(
",-1
"llámenme a lo que me duermo :(
",-1
